#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2023 11 12 06 36 340  3.1  3.6    MM    MM    MM  MM     MM   9.2  13.7    MM   MM   MM    MM
2023 11 12 06 30 340  2.6  3.1    MM    MM    MM  MM 1027.4   9.1  13.7    MM   MM   MM    MM
2023 11 12 06 24 340  2.6  3.1    MM    MM    MM  MM 1027.5   9.1  13.8    MM   MM   MM    MM
2023 11 12 06 18 350  2.6  3.1    MM    MM    MM  MM 1027.6   9.2  13.8    MM   MM   MM    MM
2023 11 12 06 12 350  2.6  3.6    MM    MM    MM  MM 1027.5   9.3  13.8    MM   MM   MM    MM
2023 11 12 06 06 350  2.6  3.6    MM    MM    MM  MM 1027.5   9.3  13.9    MM   MM   MM    MM
2023 11 12 06 00 360  3.1  3.6    MM    MM    MM  MM 1027.6   9.1  14.0    MM   MM +0.0    MM
2023 11 12 05 54 360  3.1  3.1    MM    MM    MM  MM 1027.7   9.2  14.0    MM   MM   MM    MM
2023 11 12 05 48  10  3.1  3.6    MM    MM    MM  MM 1027.7   9.0  14.0    MM   MM   MM    MM
2023 11 12 05 42  10  3.1  3.6    MM    MM    MM  MM 1027.6   9.2  14.1    MM   MM   MM    MM
2023 11 12 05 36  10  2.6  3.6    MM    MM    MM  MM 1027.8   9.1  14.2    MM   MM   MM    MM
2023 11 12 05 30  10  3.1  3.1    MM    MM    MM  MM 1027.8   9.0  14.2    MM   MM   MM    MM
2023 11 12 05 24  10  3.1  3.6    MM    MM    MM  MM 1027.7   9.0  14.3    MM   MM   MM    MM
2023 11 12 05 18  10  3.1  3.6    MM    MM    MM  MM 1027.7   8.9  14.4    MM   MM   MM    MM
2023 11 12 05 12 350  2.6  3.1    MM    MM    MM  MM 1027.7   8.4  14.5    MM   MM   MM    MM
2023 11 12 05 06 350  2.1  2.6    MM    MM    MM  MM 1027.6   8.3  14.5    MM   MM   MM    MM
2023 11 12 05 00 350  2.1  2.6    MM    MM    MM  MM 1027.6   8.4  14.5    MM   MM +0.3    MM
2023 11 12 04 54 360  2.1  2.6    MM    MM    MM  MM 1027.6   8.4  14.5    MM   MM   MM    MM
2023 11 12 04 48 360  2.1  2.6    MM    MM    MM  MM 1027.6   8.4  14.5    MM   MM   MM    MM
2023 11 12 04 42 360  2.1  2.6    MM    MM    MM  MM 1027.7   8.4  14.5    MM   MM   MM    MM
2023 11 12 04 36 360  2.1  2.6    MM    MM    MM  MM 1027.9   8.3  14.5    MM   MM   MM    MM
2023 11 12 04 30 360  2.1  2.6    MM    MM    MM  MM 1027.9   8.4  14.4    MM   MM   MM    MM
2023 11 12 04 24 360  2.1  2.6    MM    MM    MM  MM 1027.8   8.5  14.4    MM   MM   MM    MM
2023 11 12 04 18 350  2.1  2.6    MM    MM    MM  MM 1027.9   8.6  14.4    MM   MM   MM    MM
2023 11 12 04 12 350  1.5  2.1    MM    MM    MM  MM 1027.8   8.7  14.4    MM   MM   MM    MM
2023 11 12 04 06 340  1.0  1.5    MM    MM    MM  MM 1027.7   8.7  14.4    MM   MM   MM    MM
2023 11 12 04 00 350  1.0  1.5    MM    MM    MM  MM 1027.8   8.7  14.4    MM   MM +0.7    MM
2023 11 12 03 54 330  1.0  1.5    MM    MM    MM  MM 1027.8   8.6  14.4    MM   MM   MM    MM
2023 11 12 03 48 340  1.5  1.5    MM    MM    MM  MM 1027.8   8.2  14.4    MM   MM   MM    MM
2023 11 12 03 42 340  1.5  1.5    MM    MM    MM  MM 1027.8   8.1  14.4    MM   MM   MM    MM
2023 11 12 03 36 330  1.0  1.5    MM    MM    MM  MM 1027.9   7.9  14.4    MM   MM   MM    MM
2023 11 12 03 30 330  1.0  1.0    MM    MM    MM  MM 1027.8   8.4  14.4    MM   MM   MM    MM
2023 11 12 03 24 340  0.5  1.0    MM    MM    MM  MM 1027.7   8.8  14.4    MM   MM   MM    MM
2023 11 12 03 18 360  1.0  1.0    MM    MM    MM  MM 1027.7   8.9  14.4    MM   MM   MM    MM
2023 11 12 03 12  10  1.0  1.5    MM    MM    MM  MM 1027.6   9.1  14.4    MM   MM   MM    MM
2023 11 12 03 06 360  1.0  1.5    MM    MM    MM  MM 1027.6   8.8  14.5    MM   MM   MM    MM
2023 11 12 03 00 350  1.0  1.5    MM    MM    MM  MM 1027.7   8.6  14.5    MM   MM +0.5    MM
2023 11 12 02 54  MM  0.0  1.0    MM    MM    MM  MM 1027.6   9.1  14.4    MM   MM   MM    MM
2023 11 12 02 48 300  1.0  1.0    MM    MM    MM  MM 1027.7   9.7  14.3    MM   MM   MM    MM
2023 11 12 02 42 320  1.0  1.0    MM    MM    MM  MM 1027.5   9.5  14.3    MM   MM   MM    MM
2023 11 12 02 36  MM  0.0  0.5    MM    MM    MM  MM 1027.4   9.4  14.3    MM   MM   MM    MM
2023 11 12 02 30 320  0.5  1.0    MM    MM    MM  MM 1027.5   9.2  14.4    MM   MM   MM    MM
2023 11 12 02 24 330  0.5  0.5    MM    MM    MM  MM 1027.4   9.3  14.4    MM   MM   MM    MM
2023 11 12 02 18 340  1.0  1.0    MM    MM    MM  MM 1027.4   9.2  14.4    MM   MM   MM    MM
2023 11 12 02 12 350  1.0  1.5    MM    MM    MM  MM 1027.4   9.3  14.4    MM   MM   MM    MM
2023 11 12 02 06 350  1.0  1.5    MM    MM    MM  MM 1027.3   9.7  14.6    MM   MM   MM    MM
2023 11 12 02 00 350  1.0  1.0    MM    MM    MM  MM 1027.3   9.9  14.6    MM   MM +0.5    MM
2023 11 12 01 54 340  1.0  1.0    MM    MM    MM  MM 1027.3   9.8  14.7    MM   MM   MM    MM
2023 11 12 01 48 350  1.0  1.0    MM    MM    MM  MM 1027.3   9.9  14.7    MM   MM   MM    MM
2023 11 12 01 42 340  1.0  1.5    MM    MM    MM  MM 1027.3  10.2  14.7    MM   MM   MM    MM
2023 11 12 01 36 340  1.0  1.5    MM    MM    MM  MM 1027.3  10.6  14.7    MM   MM   MM    MM
2023 11 12 01 30 360  1.0  1.5    MM    MM    MM  MM 1027.3  10.6  14.7    MM   MM   MM    MM
2023 11 12 01 24 350  1.0  1.5    MM    MM    MM  MM 1027.3  10.7  14.7    MM   MM   MM    MM
2023 11 12 01 18 350  1.0  1.5    MM    MM    MM  MM 1027.2  10.6  14.7    MM   MM   MM    MM
2023 11 12 01 12 350  1.5  1.5    MM    MM    MM  MM 1027.3  11.1  14.7    MM   MM   MM    MM
2023 11 12 01 06  10  2.1  2.1    MM    MM    MM  MM 1027.2  10.9  14.7    MM   MM   MM    MM
2023 11 12 01 00  10  1.0  1.5    MM    MM    MM  MM 1027.1  10.8  14.7    MM   MM +1.0    MM
2023 11 12 00 54 350  1.5  1.5    MM    MM    MM  MM 1027.3  10.8  14.6    MM   MM   MM    MM
2023 11 12 00 48 330  1.5  2.1    MM    MM    MM  MM 1027.4  11.0  14.6    MM   MM   MM    MM
2023 11 12 00 42 350  1.5  2.6    MM    MM    MM  MM 1027.4  12.0  14.7    MM   MM   MM    MM
2023 11 12 00 36  10  2.1  2.6    MM    MM    MM  MM 1027.3  12.1  14.7    MM   MM   MM    MM
2023 11 12 00 30  10  2.1  2.6    MM    MM    MM  MM 1027.2  12.0  14.7    MM   MM   MM    MM
2023 11 12 00 24 340  2.1  2.6    MM    MM    MM  MM 1027.2  11.9  14.7    MM   MM   MM    MM
2023 11 12 00 18  20  1.0  1.5    MM    MM    MM  MM 1027.3  11.8  14.7    MM   MM   MM    MM
2023 11 12 00 12  20  1.5  2.1    MM    MM    MM  MM 1027.2  11.9  14.7    MM   MM   MM    MM
2023 11 12 00 06  30  1.5  2.1    MM    MM    MM  MM 1027.2  11.9  14.7    MM   MM   MM    MM
2023 11 12 00 00  30  1.5  2.6    MM    MM    MM  MM 1027.2  11.9  14.7    MM   MM +1.4    MM
2023 11 11 23 54  30  2.1  3.1    MM    MM    MM  MM 1027.1  11.8  14.7    MM   MM   MM    MM
2023 11 11 23 48  30  2.1  3.1    MM    MM    MM  MM 1027.1  11.9  14.7    MM   MM   MM    MM
2023 11 11 23 42  40  2.1  2.6    MM    MM    MM  MM 1027.1  11.8  14.6    MM   MM   MM    MM
2023 11 11 23 36  40  1.0  2.6    MM    MM    MM  MM 1027.0  11.8  14.6    MM   MM   MM    MM
2023 11 11 23 30  40  1.5  3.1    MM    MM    MM  MM 1027.0  11.8  14.6    MM   MM   MM    MM
2023 11 11 23 24  30  2.1  3.1    MM    MM    MM  MM 1026.9  11.8  14.6    MM   MM   MM    MM
2023 11 11 23 00  40  1.5  2.6    MM    MM    MM  MM 1026.8  11.8  14.6    MM   MM +1.6    MM
2023 11 11 22 54  50  1.0  2.6    MM    MM    MM  MM 1026.9  11.8  14.6    MM   MM   MM    MM
2023 11 11 22 48  40  1.0  2.1    MM    MM    MM  MM 1026.8  11.8  14.6    MM   MM   MM    MM
2023 11 11 22 42  30  2.1  3.6    MM    MM    MM  MM 1026.7  12.0  14.6    MM   MM   MM    MM
2023 11 11 22 36  40  2.6  3.1    MM    MM    MM  MM 1026.7  12.0  14.6    MM   MM   MM    MM
2023 11 11 22 30  30  2.1  2.6    MM    MM    MM  MM 1026.6  12.0  14.5    MM   MM   MM    MM
2023 11 11 22 24  40  2.1  3.1    MM    MM    MM  MM 1026.6  12.0  14.5    MM   MM   MM    MM
2023 11 11 22 18  30  2.1  2.6    MM    MM    MM  MM 1026.6  12.0  14.5    MM   MM   MM    MM
2023 11 11 22 12  30  1.5  2.6    MM    MM    MM  MM 1026.4  12.0  14.4    MM   MM   MM    MM
2023 11 11 22 06  40  1.5  2.6    MM    MM    MM  MM 1026.4  12.0  14.3    MM   MM   MM    MM
2023 11 11 22 00  40  1.5  2.1    MM    MM    MM  MM 1026.1  12.1    MM    MM   MM +1.0    MM
2023 11 11 21 54  30  2.1  3.6    MM    MM    MM  MM 1026.0  12.0    MM    MM   MM   MM    MM
2023 11 11 21 48  70  1.0  1.5    MM    MM    MM  MM 1025.9  12.0  14.0    MM   MM   MM    MM
2023 11 11 21 42  70  1.0  2.6    MM    MM    MM  MM 1025.8  12.1  14.0    MM   MM   MM    MM
2023 11 11 21 36  70  1.5  3.1    MM    MM    MM  MM 1025.7  12.2  13.8    MM   MM   MM    MM
2023 11 11 21 30  70  1.5  3.1    MM    MM    MM  MM 1025.7  12.3  13.7    MM   MM   MM    MM
2023 11 11 21 24  70  2.6  3.6    MM    MM    MM  MM 1025.8  12.3  13.7    MM   MM   MM    MM
2023 11 11 21 18  70  2.6  4.1    MM    MM    MM  MM 1025.8  12.4  13.7    MM   MM   MM    MM
2023 11 11 21 12  70  2.6  3.6    MM    MM    MM  MM 1025.8  12.5  13.7    MM   MM   MM    MM
2023 11 11 21 06  70  2.6  3.6    MM    MM    MM  MM 1025.8  12.7  13.7    MM   MM   MM    MM
2023 11 11 21 00  60  1.5  3.6    MM    MM    MM  MM 1025.8  12.6  13.7    MM   MM +0.8    MM
2023 11 11 20 54  70  2.1  3.6    MM    MM    MM  MM 1025.8  12.7  13.7    MM   MM   MM    MM
2023 11 11 20 48  MM   MM   MM    MM    MM    MM  MM 1025.8  12.8  13.7    MM   MM   MM    MM
2023 11 11 20 42  MM   MM   MM    MM    MM    MM  MM 1025.8  13.0  13.8    MM   MM   MM    MM
2023 11 11 20 36  MM   MM   MM    MM    MM    MM  MM 1025.7  12.6  13.8    MM   MM   MM    MM
2023 11 11 20 30  MM   MM   MM    MM    MM    MM  MM 1025.6  12.7  13.8    MM   MM   MM    MM
2023 11 11 20 24  MM   MM   MM    MM    MM    MM  MM 1025.5  12.8  13.8    MM   MM   MM    MM
2023 11 11 20 18  MM   MM   MM    MM    MM    MM  MM 1025.4  12.5  13.8    MM   MM   MM    MM
2023 11 11 20 12  MM   MM   MM    MM    MM    MM  MM 1025.3  12.7  13.9    MM   MM   MM    MM
2023 11 11 20 06  MM   MM   MM    MM    MM    MM  MM 1025.3  12.6  13.9    MM   MM   MM    MM
2023 11 11 20 00  MM   MM   MM    MM    MM    MM  MM 1025.2  12.5  13.9    MM   MM -0.5    MM
2023 11 11 19 54  MM   MM   MM    MM    MM    MM  MM 1025.2  12.4  13.9    MM   MM   MM    MM
2023 11 11 19 48  70  3.6  4.6    MM    MM    MM  MM 1025.2  12.4  14.0    MM   MM   MM    MM
2023 11 11 19 42  70  3.6  5.1    MM    MM    MM  MM 1025.2  12.6  14.0    MM   MM   MM    MM
2023 11 11 19 36  70  3.1  4.6    MM    MM    MM  MM 1025.1  12.6  14.0    MM   MM   MM    MM
2023 11 11 19 30  30  2.1  3.6    MM    MM    MM  MM 1025.1  12.6  14.0    MM   MM   MM    MM
2023 11 11 19 24  70  2.6  4.6    MM    MM    MM  MM 1025.1  12.3  14.0    MM   MM   MM    MM
2023 11 11 19 18  10  3.1  4.6    MM    MM    MM  MM 1025.1  12.0  14.0    MM   MM   MM    MM
2023 11 11 19 12  10  3.6  4.1    MM    MM    MM  MM 1025.1  11.8  14.1    MM   MM   MM    MM
2023 11 11 19 06  20  3.1  4.1    MM    MM    MM  MM 1025.1  11.7  14.1    MM   MM   MM    MM
2023 11 11 19 00  10  3.1  3.6    MM    MM    MM  MM 1025.1    MM  14.1    MM   MM -1.1    MM
2023 11 11 18 54  10  3.1  4.1    MM    MM    MM  MM 1025.0    MM  14.2    MM   MM   MM    MM
2023 11 11 18 48  10  3.6  4.1    MM    MM    MM  MM 1025.0  11.3  14.2    MM   MM   MM    MM
2023 11 11 18 42  10  3.1  4.1    MM    MM    MM  MM 1025.0  11.1  14.2    MM   MM   MM    MM
2023 11 11 18 36  10  3.1  4.1    MM    MM    MM  MM 1024.9  11.0  14.2    MM   MM   MM    MM
2023 11 11 18 30  10  3.6  4.6    MM    MM    MM  MM 1024.9  11.0  14.2    MM   MM   MM    MM
2023 11 11 18 24  10  3.1  3.6    MM    MM    MM  MM 1025.1  10.9  14.3    MM   MM   MM    MM
2023 11 11 18 18  10  3.1  4.6    MM    MM    MM  MM 1025.2  10.9  14.3    MM   MM   MM    MM
2023 11 11 18 12  10  3.6  4.1    MM    MM    MM  MM 1025.1  10.8  14.3    MM   MM   MM    MM
2023 11 11 18 06  20  3.1  4.1    MM    MM    MM  MM 1025.1  10.7  14.3    MM   MM   MM    MM
2023 11 11 18 00  10  3.1  4.6    MM    MM    MM  MM 1025.0  10.8  14.3    MM   MM -0.9    MM
2023 11 11 17 54  20  2.6  3.6    MM    MM    MM  MM 1025.1  10.7  14.3    MM   MM   MM    MM
2023 11 11 17 48  10  3.1  4.1    MM    MM    MM  MM 1025.2  10.8  14.3    MM   MM   MM    MM
2023 11 11 17 42 360  2.6  3.1    MM    MM    MM  MM 1025.2  10.7  14.4    MM   MM   MM    MM
2023 11 11 17 36  10  2.6  3.6    MM    MM    MM  MM 1025.3  10.6  14.4    MM   MM   MM    MM
2023 11 11 17 30  10  3.1  3.6    MM    MM    MM  MM 1025.3  10.3  14.4    MM   MM   MM    MM
2023 11 11 17 24  20  3.6  4.6    MM    MM    MM  MM 1025.3  10.4  14.4    MM   MM   MM    MM
2023 11 11 17 18  10  3.1  3.6    MM    MM    MM  MM 1025.4  10.2  14.4    MM   MM   MM    MM
2023 11 11 17 12  10  3.1  4.1    MM    MM    MM  MM 1025.7  10.2  14.5    MM   MM   MM    MM
2023 11 11 17 06  10  3.6  4.1    MM    MM    MM  MM 1025.8  10.1  14.5    MM   MM   MM    MM
2023 11 11 17 00  10  3.1  4.1    MM    MM    MM  MM 1025.7  10.1  14.6    MM   MM -0.3    MM
2023 11 11 16 54 360  3.6  4.1    MM    MM    MM  MM 1025.7  10.1  14.6    MM   MM   MM    MM
2023 11 11 16 48  10  3.6  4.1    MM    MM    MM  MM 1025.9  10.0  14.7    MM   MM   MM    MM
2023 11 11 16 42  10  3.6  4.1    MM    MM    MM  MM 1026.0   9.9  14.7    MM   MM   MM    MM
2023 11 11 16 36  10  3.6  4.6    MM    MM    MM  MM 1026.1   9.9  14.7    MM   MM   MM    MM
2023 11 11 16 30  10  4.6  5.7    MM    MM    MM  MM 1026.0   9.8  14.7    MM   MM   MM    MM
2023 11 11 16 24  20  3.6  4.6    MM    MM    MM  MM 1026.1  10.0  14.8    MM   MM   MM    MM
2023 11 11 16 18  10  4.1  5.1    MM    MM    MM  MM 1026.1  10.0  14.8    MM   MM   MM    MM
2023 11 11 16 12  10  4.6  5.7    MM    MM    MM  MM 1026.4   9.8  14.8    MM   MM   MM    MM
2023 11 11 16 06  20  3.6  5.7    MM    MM    MM  MM 1026.1   9.9  14.7    MM   MM   MM    MM
2023 11 11 16 00  10  3.6  5.1    MM    MM    MM  MM 1026.2   9.8  14.8    MM   MM +1.1    MM
2023 11 11 15 54  10  3.6  4.6    MM    MM    MM  MM 1026.1  10.0  14.7    MM   MM   MM    MM
2023 11 11 15 48  10  4.1  5.1    MM    MM    MM  MM 1026.2   9.7  14.7    MM   MM   MM    MM
2023 11 11 15 42  10  4.1  5.1    MM    MM    MM  MM 1026.2   9.9  14.7    MM   MM   MM    MM
2023 11 11 15 36  10  4.1  5.1    MM    MM    MM  MM 1026.2   9.7  14.7    MM   MM   MM    MM
2023 11 11 15 30 360  3.6  5.1    MM    MM    MM  MM 1026.1   9.7  14.7    MM   MM   MM    MM
2023 11 11 15 24  10  4.1  5.1    MM    MM    MM  MM 1025.9   9.7  14.7    MM   MM   MM    MM
2023 11 11 15 18  10  4.1  5.1    MM    MM    MM  MM 1026.1   9.7  14.7    MM   MM   MM    MM
2023 11 11 15 12 360  4.1  5.1    MM    MM    MM  MM 1026.0   9.7  14.7    MM   MM   MM    MM
2023 11 11 15 06 360  4.1  4.6    MM    MM    MM  MM 1025.9   9.6  14.7    MM   MM   MM    MM
2023 11 11 15 00  10  4.6  5.7    MM    MM    MM  MM 1025.9   9.5  14.7    MM   MM +1.6    MM
2023 11 11 14 54 360  4.1  5.1    MM    MM    MM  MM 1026.0   9.4  14.6    MM   MM   MM    MM
2023 11 11 14 48 360  4.6  5.1    MM    MM    MM  MM 1025.9   9.3  14.6    MM   MM   MM    MM
2023 11 11 14 42  10  4.1  5.1    MM    MM    MM  MM 1026.0   9.5  14.5    MM   MM   MM    MM
2023 11 11 14 36 360  5.1  6.2    MM    MM    MM  MM 1025.9   9.4  14.4    MM   MM   MM    MM
2023 11 11 14 30  10  5.7  6.2    MM    MM    MM  MM 1025.8   9.2  14.4    MM   MM   MM    MM
2023 11 11 14 24 360  4.6  5.7    MM    MM    MM  MM 1026.0   9.6  14.4    MM   MM   MM    MM
2023 11 11 14 18 360  4.1  5.7    MM    MM    MM  MM 1026.1   9.2  14.4    MM   MM   MM    MM
2023 11 11 14 12 350  4.6  5.1    MM    MM    MM  MM 1026.1   9.1  14.4    MM   MM   MM    MM
2023 11 11 14 06 360  4.6  6.2    MM    MM    MM  MM 1026.0   9.0  14.3    MM   MM   MM    MM
2023 11 11 14 00  10  5.7  7.2    MM    MM    MM  MM 1026.0   8.7  14.3    MM   MM +1.9    MM
2023 11 11 13 54 350  5.1  6.7    MM    MM    MM  MM 1026.0   9.1  14.3    MM   MM   MM    MM
2023 11 11 13 48 360  5.7  6.7    MM    MM    MM  MM 1025.8   8.9  14.3    MM   MM   MM    MM
2023 11 11 13 42 360  5.7  6.7    MM    MM    MM  MM 1025.6   8.9  14.3    MM   MM   MM    MM
2023 11 11 13 36 360  5.7  6.7    MM    MM    MM  MM 1025.5   8.8  14.3    MM   MM   MM    MM
2023 11 11 13 30 350  5.7  7.2    MM    MM    MM  MM 1025.6   8.9  14.3    MM   MM   MM    MM
2023 11 11 13 24 360  5.1  6.2    MM    MM    MM  MM 1025.5   8.7  14.3    MM   MM   MM    MM
2023 11 11 13 18 340  4.1  5.1    MM    MM    MM  MM 1025.6   8.5  14.3    MM   MM   MM    MM
2023 11 11 13 12 340  3.6  4.6    MM    MM    MM  MM 1025.6   8.5  14.3    MM   MM   MM    MM
2023 11 11 13 06 340  4.1  5.7    MM    MM    MM  MM 1025.3   8.4  14.4    MM   MM   MM    MM
2023 11 11 13 00 340  4.6  6.2    MM    MM    MM  MM 1025.1   8.3  14.4    MM   MM +1.5    MM
2023 11 11 12 54 340  4.6  5.7    MM    MM    MM  MM 1025.1   8.1  14.4    MM   MM   MM    MM
2023 11 11 12 48 330  4.6  5.7    MM    MM    MM  MM 1025.0   8.0    MM    MM   MM   MM    MM
2023 11 11 12 42 340  5.1  5.7    MM    MM    MM  MM 1024.8   8.1    MM    MM   MM   MM    MM
2023 11 11 12 36 340  5.1  6.2    MM    MM    MM  MM 1024.9   8.0    MM    MM   MM   MM    MM
2023 11 11 12 30 330  4.6  5.7    MM    MM    MM  MM     MM   8.1  14.4    MM   MM   MM    MM
2023 11 11 12 24 330  5.1  6.7    MM    MM    MM  MM     MM   8.2  14.4    MM   MM   MM    MM
2023 11 11 12 18 330  5.1  6.2    MM    MM    MM  MM 1024.8   8.0  14.4    MM   MM   MM    MM
2023 11 11 12 12 330  5.1  6.2    MM    MM    MM  MM 1024.4   8.1  14.4    MM   MM   MM    MM
2023 11 11 12 06 340  4.6  5.7    MM    MM    MM  MM 1024.4   8.0  14.4    MM   MM   MM    MM
2023 11 11 12 00 340  4.6  5.7    MM    MM    MM  MM 1024.3   7.9  14.4    MM   MM +1.1    MM
2023 11 11 11 54 340  4.1  5.1    MM    MM    MM  MM 1024.3   8.0  14.5    MM   MM   MM    MM
2023 11 11 11 48 330  4.1  5.1    MM    MM    MM  MM 1024.4   8.1  14.5    MM   MM   MM    MM
2023 11 11 11 42 330  4.6  5.7    MM    MM    MM  MM 1024.3   7.8  14.5    MM   MM   MM    MM
2023 11 11 11 36 330  4.6  6.7    MM    MM    MM  MM 1024.3   8.0  14.5    MM   MM   MM    MM
2023 11 11 11 30 320  4.6  6.2    MM    MM    MM  MM 1024.2   7.9  14.5    MM   MM   MM    MM
2023 11 11 11 24 320  4.6  5.7    MM    MM    MM  MM 1024.2   7.7  14.5    MM   MM   MM    MM
2023 11 11 11 18 330  4.1  5.1    MM    MM    MM  MM 1024.0   7.8  14.5    MM   MM   MM    MM
2023 11 11 11 12 320  4.1  5.1    MM    MM    MM  MM 1024.2   7.4  14.6    MM   MM   MM    MM
2023 11 11 11 06 320  4.1  4.6    MM    MM    MM  MM 1024.1   7.5  14.6    MM   MM   MM    MM
2023 11 11 11 00 320  4.1  5.1    MM    MM    MM  MM 1024.1   7.4  14.6    MM   MM +0.9    MM
2023 11 11 10 54 320  3.6  4.6    MM    MM    MM  MM 1024.0   7.6  14.6    MM   MM   MM    MM
2023 11 11 10 48 330  3.6  4.6    MM    MM    MM  MM 1024.0   7.5  14.5    MM   MM   MM    MM
2023 11 11 10 42 320  3.1  4.1    MM    MM    MM  MM 1024.0   7.6  14.5    MM   MM   MM    MM
2023 11 11 10 36 310  3.1  4.6    MM    MM    MM  MM 1024.0   7.4  14.5    MM   MM   MM    MM
2023 11 11 10 30 310  3.6  4.1    MM    MM    MM  MM 1024.0   7.4  14.5    MM   MM   MM    MM
2023 11 11 10 24 310  3.6  4.6    MM    MM    MM  MM 1024.0   7.4  14.5    MM   MM   MM    MM
2023 11 11 10 18 320  3.1  3.6    MM    MM    MM  MM 1023.9   7.7  14.5    MM   MM   MM    MM
2023 11 11 10 12 320  2.6  3.6    MM    MM    MM  MM 1023.9   7.6  14.4    MM   MM   MM    MM
2023 11 11 10 06 310  3.1  4.1    MM    MM    MM  MM 1023.8   7.7  14.4    MM   MM   MM    MM
2023 11 11 10 00 320  3.6  4.6    MM    MM    MM  MM 1023.6    MM  14.4    MM   MM +0.8    MM
2023 11 11 09 54 320  4.1  5.1    MM    MM    MM  MM 1023.6    MM  14.4    MM   MM   MM    MM
2023 11 11 09 48 320  4.6  5.7    MM    MM    MM  MM 1023.5   7.5  14.3    MM   MM   MM    MM
2023 11 11 09 42 320  4.1  4.6    MM    MM    MM  MM 1023.6   7.8  14.3    MM   MM   MM    MM
2023 11 11 09 36 330  4.1  5.1    MM    MM    MM  MM 1023.4   7.5  14.2    MM   MM   MM    MM
2023 11 11 09 30 330  4.6  5.1    MM    MM    MM  MM 1023.3   7.5  14.2    MM   MM   MM    MM
2023 11 11 09 24 330  4.6  5.7    MM    MM    MM  MM 1023.4   7.2  14.1    MM   MM   MM    MM
2023 11 11 09 18 330  5.7  6.7    MM    MM    MM  MM 1023.3   6.9  14.1    MM   MM   MM    MM
2023 11 11 09 12 330  4.6  6.2    MM    MM    MM  MM 1023.2   7.1  14.0    MM   MM   MM    MM
2023 11 11 09 06 330  4.1  5.7    MM    MM    MM  MM 1023.3   6.9  13.9    MM   MM   MM    MM
2023 11 11 09 00 320  3.6  4.6    MM    MM    MM  MM 1023.2   6.9  13.9    MM   MM +0.6    MM
2023 11 11 08 54 310  2.6  4.1    MM    MM    MM  MM 1023.1   6.7  13.9    MM   MM   MM    MM
2023 11 11 08 48 320  3.1  3.6    MM    MM    MM  MM 1023.2   6.9  13.8    MM   MM   MM    MM
2023 11 11 08 42 330  3.1  4.1    MM    MM    MM  MM 1023.2   6.9  13.8    MM   MM   MM    MM
2023 11 11 08 36 330  3.6  4.6    MM    MM    MM  MM 1023.1   6.9  13.8    MM   MM   MM    MM
2023 11 11 08 30 340  3.1  4.1    MM    MM    MM  MM 1023.2   6.7  13.8    MM   MM   MM    MM
2023 11 11 08 24 340  3.1  3.6    MM    MM    MM  MM 1023.2   6.8  13.9    MM   MM   MM    MM
2023 11 11 08 18 340  3.6  4.6    MM    MM    MM  MM 1023.2   6.7  13.9    MM   MM   MM    MM
2023 11 11 08 12 330  3.1  4.1    MM    MM    MM  MM 1023.0   6.6  13.9    MM   MM   MM    MM
2023 11 11 08 06 340  2.6  3.6    MM    MM    MM  MM 1023.2   6.7  13.9    MM   MM   MM    MM
2023 11 11 08 00 340  2.6  4.1    MM    MM    MM  MM 1023.2   6.5  13.9    MM   MM +0.4    MM
2023 11 11 07 54 340  3.1  4.1    MM    MM    MM  MM 1023.3   6.3  14.0    MM   MM   MM    MM
2023 11 11 07 48  MM   MM   MM    MM    MM    MM  MM 1023.2   6.3  14.0    MM   MM   MM    MM
2023 11 11 07 42  MM   MM   MM    MM    MM    MM  MM 1023.2   6.4  14.0    MM   MM   MM    MM
2023 11 11 07 36  MM   MM   MM    MM    MM    MM  MM 1023.1   6.3  14.0    MM   MM   MM    MM
2023 11 11 07 30 330  3.1  4.1    MM    MM    MM  MM 1023.1   6.5  14.0    MM   MM   MM    MM
2023 11 11 07 24 330  3.6  4.6    MM    MM    MM  MM 1023.1   6.2  14.0    MM   MM   MM    MM
2023 11 11 07 18 330  3.1  3.6    MM    MM    MM  MM 1023.0   6.1  14.0    MM   MM   MM    MM
2023 11 11 07 12 320  2.6  4.1    MM    MM    MM  MM 1022.9   5.9  14.0    MM   MM   MM    MM
2023 11 11 07 06 320  2.6  3.1    MM    MM    MM  MM 1022.9   5.8  14.1    MM   MM   MM    MM
2023 11 11 07 00 310  2.6  3.6    MM    MM    MM  MM 1022.8   5.9  14.1    MM   MM +0.3    MM
2023 11 11 06 54 310  2.6  3.6    MM    MM    MM  MM 1022.9   6.0  14.1    MM   MM   MM    MM
2023 11 11 06 48 310  2.6  3.6    MM    MM    MM  MM 1022.9   6.0  14.1    MM   MM   MM    MM
2023 11 11 06 42 300  2.1  3.1    MM    MM    MM  MM 1022.8   6.2  14.2    MM   MM   MM    MM
2023 11 11 06 36 300  2.1  2.6    MM    MM    MM  MM 1022.8   6.2  14.2    MM   MM   MM    MM
2023 11 11 06 30 280  1.5  2.1    MM    MM    MM  MM 1022.6   6.4  14.2    MM   MM   MM    MM
