#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2023 10 04 11 24 360  1.0  1.5    MM    MM    MM  MM 1021.2  16.0  20.8    MM   MM   MM    MM
2023 10 04 11 18 360  1.5  1.5    MM    MM    MM  MM 1021.1  15.9  20.8    MM   MM   MM    MM
2023 10 04 11 12 350  1.5  1.5    MM    MM    MM  MM 1021.1  16.0  20.8    MM   MM   MM    MM
2023 10 04 11 06 360  1.0  1.5    MM    MM    MM  MM 1021.0  15.9  20.8    MM   MM   MM    MM
2023 10 04 11 00 360  2.1  2.1    MM    MM    MM  MM 1020.9  16.0  20.8    MM   MM +1.3    MM
2023 10 04 10 54 360  1.5  2.1    MM    MM    MM  MM 1020.8  16.0  20.8    MM   MM   MM    MM
2023 10 04 10 48 350  1.5  1.5    MM    MM    MM  MM 1020.8  16.0  20.8    MM   MM   MM    MM
2023 10 04 10 42 350  1.5  1.5    MM    MM    MM  MM 1020.8  16.1  20.9    MM   MM   MM    MM
2023 10 04 10 36 360  1.5  2.1    MM    MM    MM  MM 1020.7  15.9  20.9    MM   MM   MM    MM
2023 10 04 10 30 360  2.1  2.6    MM    MM    MM  MM 1020.7  16.1  20.9    MM   MM   MM    MM
2023 10 04 10 24 360  1.5  2.1    MM    MM    MM  MM 1020.6  16.0  20.9    MM   MM   MM    MM
2023 10 04 10 18 360  1.5  1.5    MM    MM    MM  MM 1020.6  16.1  20.9    MM   MM   MM    MM
2023 10 04 10 12  10  1.0  1.5    MM    MM    MM  MM 1020.5  16.1  20.9    MM   MM   MM    MM
2023 10 04 10 06 350  1.0  1.5    MM    MM    MM  MM 1020.5  16.2  20.9    MM   MM   MM    MM
2023 10 04 10 00 350  1.5  2.1    MM    MM    MM  MM 1020.4  16.2  21.0    MM   MM +0.8    MM
2023 10 04 09 54  10  1.5  1.5    MM    MM    MM  MM 1020.3  16.1  21.0    MM   MM   MM    MM
2023 10 04 09 48 350  1.5  1.5    MM    MM    MM  MM 1020.3  16.2  21.0    MM   MM   MM    MM
2023 10 04 09 42  10  1.5  1.5    MM    MM    MM  MM 1020.3  16.3  21.0    MM   MM   MM    MM
2023 10 04 09 36 360  1.5  1.5    MM    MM    MM  MM 1020.2  16.3  21.0    MM   MM   MM    MM
2023 10 04 09 30 360  1.5  1.5    MM    MM    MM  MM 1020.1  16.2  21.0    MM   MM   MM    MM
2023 10 04 09 24 360  1.0  1.5    MM    MM    MM  MM 1020.1  16.2  21.0    MM   MM   MM    MM
2023 10 04 09 18  10  1.5  1.5    MM    MM    MM  MM 1020.1  16.1  21.0    MM   MM   MM    MM
2023 10 04 09 12  10  1.5  2.1    MM    MM    MM  MM 1020.0  16.1  21.0    MM   MM   MM    MM
2023 10 04 09 06 360  1.5  2.1    MM    MM    MM  MM 1020.0  16.1  21.0    MM   MM   MM    MM
2023 10 04 09 00 360  2.1  2.1    MM    MM    MM  MM 1020.0  16.0  21.0    MM   MM -0.0    MM
2023 10 04 08 54 350  1.5  2.1    MM    MM    MM  MM 1019.9  16.2  21.1    MM   MM   MM    MM
2023 10 04 08 48 340  1.0  1.0    MM    MM    MM  MM 1019.8  16.3  21.1    MM   MM   MM    MM
2023 10 04 08 42 330  1.0  1.0    MM    MM    MM  MM 1019.8  16.4  21.1    MM   MM   MM    MM
2023 10 04 08 36 330  1.0  1.0    MM    MM    MM  MM 1019.7  16.5  21.1    MM   MM   MM    MM
2023 10 04 08 30 340  1.0  1.0    MM    MM    MM  MM 1019.7  16.6  21.1    MM   MM   MM    MM
2023 10 04 08 24 350  0.5  1.0    MM    MM    MM  MM 1019.7  16.5  21.1    MM   MM   MM    MM
2023 10 04 08 18 340  1.0  1.0    MM    MM    MM  MM 1019.6  16.5  21.1    MM   MM   MM    MM
2023 10 04 08 12 340  0.5  0.5    MM    MM    MM  MM 1019.6  16.6  21.1    MM   MM   MM    MM
2023 10 04 08 06 340  1.0  1.0    MM    MM    MM  MM 1019.6  16.5  21.1    MM   MM   MM    MM
2023 10 04 08 00 340  1.0  1.0    MM    MM    MM  MM 1019.6  16.3  21.1    MM   MM -0.5    MM
2023 10 04 07 54 340  1.0  1.0    MM    MM    MM  MM 1019.5  16.4  21.1    MM   MM   MM    MM
2023 10 04 07 48 350  1.0  1.0    MM    MM    MM  MM 1019.5  16.6  21.1    MM   MM   MM    MM
2023 10 04 07 42 350  1.0  1.0    MM    MM    MM  MM 1019.5  16.6  21.1    MM   MM   MM    MM
2023 10 04 07 36  MM  0.0  1.0    MM    MM    MM  MM 1019.5  17.0  21.1    MM   MM   MM    MM
2023 10 04 07 30  MM  0.0  0.5    MM    MM    MM  MM 1019.5  17.1  21.1    MM   MM   MM    MM
2023 10 04 07 24  MM  0.0  0.5    MM    MM    MM  MM 1019.5  17.2  21.1    MM   MM   MM    MM
2023 10 04 07 18  MM  0.0  0.5    MM    MM    MM  MM 1019.4  17.3  21.1    MM   MM   MM    MM
2023 10 04 07 12  MM  0.0  0.5    MM    MM    MM  MM 1019.5  17.7  21.1    MM   MM   MM    MM
2023 10 04 07 06  MM  0.0  0.0    MM    MM    MM  MM 1019.6  17.5  21.1    MM   MM   MM    MM
2023 10 04 07 00  MM  0.0  0.0    MM    MM    MM  MM 1019.6  17.7  21.1    MM   MM -0.5    MM
2023 10 04 06 54  MM  0.0  0.5    MM    MM    MM  MM 1019.7  17.5  21.1    MM   MM   MM    MM
2023 10 04 06 48  10  1.0  1.0    MM    MM    MM  MM 1019.8  17.5  21.1    MM   MM   MM    MM
2023 10 04 06 42  10  1.0  1.0    MM    MM    MM  MM 1019.8  17.6  21.1    MM   MM   MM    MM
2023 10 04 06 36  10  1.0  1.0    MM    MM    MM  MM 1019.8  17.3  21.2    MM   MM   MM    MM
2023 10 04 06 30 350  1.0  1.0    MM    MM    MM  MM 1019.8  17.3  21.2    MM   MM   MM    MM
2023 10 04 06 24 350  0.5  1.0    MM    MM    MM  MM 1019.8  17.3  21.2    MM   MM   MM    MM
2023 10 04 06 18  MM  0.0  0.5    MM    MM    MM  MM 1019.8  17.8  21.2    MM   MM   MM    MM
2023 10 04 06 12  MM  0.0  0.0    MM    MM    MM  MM 1019.9  17.9  21.2    MM   MM   MM    MM
2023 10 04 06 06  MM  0.0  0.0    MM    MM    MM  MM 1019.9  18.0  21.2    MM   MM   MM    MM
2023 10 04 06 00  MM  0.0  0.0    MM    MM    MM  MM 1020.0  17.9  21.1    MM   MM -0.4    MM
2023 10 04 05 54  MM  0.0  0.5    MM    MM    MM  MM 1020.0  18.0  21.1    MM   MM   MM    MM
2023 10 04 05 48  MM  0.0  0.0    MM    MM    MM  MM 1020.0  18.0  21.1    MM   MM   MM    MM
2023 10 04 05 42  MM  0.0  0.0    MM    MM    MM  MM 1020.0  18.0  21.1    MM   MM   MM    MM
2023 10 04 05 36  MM  0.0  0.0    MM    MM    MM  MM 1019.9  18.1  21.1    MM   MM   MM    MM
2023 10 04 05 30  MM  0.0  0.0    MM    MM    MM  MM 1019.9  18.2  21.2    MM   MM   MM    MM
2023 10 04 05 24  MM  0.0  0.5    MM    MM    MM  MM 1019.9  18.0  21.2    MM   MM   MM    MM
2023 10 04 05 18  MM  0.0  0.0    MM    MM    MM  MM 1019.9  17.9  21.2    MM   MM   MM    MM
2023 10 04 05 12  MM  0.0  0.0    MM    MM    MM  MM 1020.0  18.0  21.2    MM   MM   MM    MM
2023 10 04 05 06  MM  0.0  0.0    MM    MM    MM  MM 1020.0  17.9  21.2    MM   MM   MM    MM
2023 10 04 05 00  MM  0.0  0.0    MM    MM    MM  MM 1020.1  18.0  21.2    MM   MM +0.0    MM
2023 10 04 04 54  MM  0.0  0.0    MM    MM    MM  MM 1020.1  18.1  21.2    MM   MM   MM    MM
2023 10 04 04 48  MM  0.0  0.0    MM    MM    MM  MM 1020.2  18.1  21.2    MM   MM   MM    MM
2023 10 04 04 42 270  0.5  0.5    MM    MM    MM  MM 1020.1  18.4  21.2    MM   MM   MM    MM
2023 10 04 04 36  MM  0.0  0.5    MM    MM    MM  MM 1020.1  18.2  21.2    MM   MM   MM    MM
2023 10 04 04 30 270  0.5  0.5    MM    MM    MM  MM 1020.1  18.2  21.2    MM   MM   MM    MM
2023 10 04 04 24  MM  0.0  0.5    MM    MM    MM  MM 1020.1  18.4  21.2    MM   MM   MM    MM
2023 10 04 04 18  MM  0.0  0.5    MM    MM    MM  MM 1020.1  18.4  21.2    MM   MM   MM    MM
2023 10 04 04 12 270  0.5  1.0    MM    MM    MM  MM 1020.1  18.6  21.2    MM   MM   MM    MM
2023 10 04 04 06 270  0.5  1.0    MM    MM    MM  MM 1020.1  18.5  21.2    MM   MM   MM    MM
2023 10 04 04 00 280  0.5  1.0    MM    MM    MM  MM 1020.1  18.7  21.2    MM   MM +0.0    MM
2023 10 04 03 54 240  0.5  1.0    MM    MM    MM  MM 1020.1  18.6  21.2    MM   MM   MM    MM
2023 10 04 03 48  MM  0.0  0.5    MM    MM    MM  MM 1020.1  18.8  21.2    MM   MM   MM    MM
2023 10 04 03 42 250  0.5  1.0    MM    MM    MM  MM 1020.2  18.7  21.2    MM   MM   MM    MM
2023 10 04 03 36 250  0.5  1.0    MM    MM    MM  MM 1020.2  18.7  21.2    MM   MM   MM    MM
2023 10 04 03 30  MM  0.0  0.5    MM    MM    MM  MM 1020.3  18.7  21.2    MM   MM   MM    MM
2023 10 04 03 24 260  1.0  1.0    MM    MM    MM  MM 1020.3  18.6  21.2    MM   MM   MM    MM
2023 10 04 03 18 260  1.0  1.0    MM    MM    MM  MM 1020.3  18.6  21.2    MM   MM   MM    MM
2023 10 04 03 12 260  0.5  1.0    MM    MM    MM  MM 1020.3  18.8  21.2    MM   MM   MM    MM
2023 10 04 03 06 260  0.5  1.0    MM    MM    MM  MM 1020.4  18.7  21.2    MM   MM   MM    MM
2023 10 04 03 00 260  1.0  1.0    MM    MM    MM  MM 1020.4  18.9  21.2    MM   MM +0.5    MM
2023 10 04 02 54 240  1.0  1.0    MM    MM    MM  MM 1020.3  19.0  21.2    MM   MM   MM    MM
2023 10 04 02 48 240  1.0  1.0    MM    MM    MM  MM 1020.4  19.2  21.2    MM   MM   MM    MM
2023 10 04 02 42 230  0.5  1.0    MM    MM    MM  MM 1020.3  19.0  21.3    MM   MM   MM    MM
2023 10 04 02 36 230  0.5  1.0    MM    MM    MM  MM 1020.3  19.0  21.3    MM   MM   MM    MM
2023 10 04 02 30 230  1.0  1.0    MM    MM    MM  MM 1020.3  19.1  21.4    MM   MM   MM    MM
2023 10 04 02 24 230  1.0  1.5    MM    MM    MM  MM 1020.3  19.1  21.4    MM   MM   MM    MM
2023 10 04 02 18 230  1.0  1.0    MM    MM    MM  MM 1020.3  19.1  21.5    MM   MM   MM    MM
2023 10 04 02 12 230  1.5  1.5    MM    MM    MM  MM 1020.3  19.1  21.5    MM   MM   MM    MM
2023 10 04 02 06 230  1.0  1.5    MM    MM    MM  MM 1020.3  19.2  21.5    MM   MM   MM    MM
2023 10 04 02 00 240  1.0  1.5    MM    MM    MM  MM 1020.3  19.2  21.5    MM   MM +0.8    MM
2023 10 04 01 54 230  1.0  1.5    MM    MM    MM  MM 1020.2  19.3  21.4    MM   MM   MM    MM
2023 10 04 01 48 250  2.1  2.1    MM    MM    MM  MM 1020.2  19.3  21.5    MM   MM   MM    MM
2023 10 04 01 42 230  1.5  2.1    MM    MM    MM  MM 1020.3  19.4  21.5    MM   MM   MM    MM
2023 10 04 01 36 220  2.1  2.6    MM    MM    MM  MM 1020.2  19.4  21.5    MM   MM   MM    MM
2023 10 04 01 30 230  2.1  2.6    MM    MM    MM  MM 1020.2  19.4  21.5    MM   MM   MM    MM
2023 10 04 01 24 220  1.5  2.1    MM    MM    MM  MM 1020.2  19.6  21.5    MM   MM   MM    MM
2023 10 04 01 18 210  2.6  3.1    MM    MM    MM  MM 1020.3  20.0  21.5    MM   MM   MM    MM
2023 10 04 01 12 190  2.1  2.6    MM    MM    MM  MM 1020.3  19.9  21.5    MM   MM   MM    MM
2023 10 04 01 06 200  2.6  3.1    MM    MM    MM  MM 1020.3  19.8  21.5    MM   MM   MM    MM
2023 10 04 01 00 200  2.1  2.6    MM    MM    MM  MM 1020.3  19.9  21.5    MM   MM +1.0    MM
2023 10 04 00 54 190  2.1  2.1    MM    MM    MM  MM 1020.3  19.8  21.5    MM   MM   MM    MM
2023 10 04 00 48 190  2.1  2.6    MM    MM    MM  MM 1020.2  19.8  21.5    MM   MM   MM    MM
2023 10 04 00 42 190  1.5  2.1    MM    MM    MM  MM 1020.2  19.8  21.5    MM   MM   MM    MM
2023 10 04 00 36 180  2.1  2.6    MM    MM    MM  MM 1020.1  19.9  21.5    MM   MM   MM    MM
2023 10 04 00 30 170  1.5  2.1    MM    MM    MM  MM 1020.1  19.9  21.5    MM   MM   MM    MM
2023 10 04 00 24 180  1.5  2.1    MM    MM    MM  MM 1020.0  19.8  21.5    MM   MM   MM    MM
2023 10 04 00 18 170  1.5  2.1    MM    MM    MM  MM 1019.9  20.0  21.5    MM   MM   MM    MM
2023 10 04 00 12 180  1.0  2.1    MM    MM    MM  MM 1019.9  20.0  21.5    MM   MM   MM    MM
2023 10 04 00 06 190  2.1  2.6    MM    MM    MM  MM 1019.9  20.1  21.5    MM   MM   MM    MM
2023 10 04 00 00 170  2.1  3.1    MM    MM    MM  MM 1019.9  20.0  21.5    MM   MM +0.5    MM
2023 10 03 23 54 170  1.5  2.6    MM    MM    MM  MM 1019.9  20.1  21.4    MM   MM   MM    MM
2023 10 03 23 48 170  2.1  2.6    MM    MM    MM  MM 1019.8  20.0  21.4    MM   MM   MM    MM
2023 10 03 23 42 160  1.5  2.1    MM    MM    MM  MM 1019.8  20.2  21.4    MM   MM   MM    MM
2023 10 03 23 36 150  1.5  2.6    MM    MM    MM  MM 1019.8  20.2  21.5    MM   MM   MM    MM
2023 10 03 23 30 160  1.5  2.6    MM    MM    MM  MM 1019.8  20.2  21.5    MM   MM   MM    MM
2023 10 03 23 24 140  2.1  2.6    MM    MM    MM  MM 1019.7  20.1  21.5    MM   MM   MM    MM
2023 10 03 23 00 140  1.5  2.1    MM    MM    MM  MM 1019.5  20.2  21.5    MM   MM -0.4    MM
2023 10 03 22 54 150  1.5  2.6    MM    MM    MM  MM 1019.5  20.3  21.4    MM   MM   MM    MM
2023 10 03 22 48 130  1.5  2.6    MM    MM    MM  MM 1019.5  20.3  21.4    MM   MM   MM    MM
2023 10 03 22 42 140  2.1  2.6    MM    MM    MM  MM 1019.5  20.4  21.4    MM   MM   MM    MM
2023 10 03 22 36 140  2.1  2.6    MM    MM    MM  MM 1019.5  20.4  21.4    MM   MM   MM    MM
2023 10 03 22 30 140  1.5  2.6    MM    MM    MM  MM 1019.4  20.5  21.4    MM   MM   MM    MM
2023 10 03 22 24 130  2.1  2.6    MM    MM    MM  MM 1019.5  20.6  21.3    MM   MM   MM    MM
2023 10 03 22 18 130  2.1  2.6    MM    MM    MM  MM 1019.5  20.7  21.3    MM   MM   MM    MM
2023 10 03 22 12 130  1.5  2.6    MM    MM    MM  MM 1019.4  20.9  21.2    MM   MM   MM    MM
2023 10 03 22 06 130  1.5  2.6    MM    MM    MM  MM 1019.3  21.0  21.1    MM   MM   MM    MM
2023 10 03 22 00 120  2.1  2.6    MM    MM    MM  MM 1019.3  21.0  21.0    MM   MM -1.0    MM
2023 10 03 21 54 120  2.1  2.6    MM    MM    MM  MM 1019.3  21.1  20.9    MM   MM   MM    MM
2023 10 03 21 48 110  1.5  2.6    MM    MM    MM  MM 1019.3  21.3  20.9    MM   MM   MM    MM
2023 10 03 21 42 140  1.0  2.6    MM    MM    MM  MM 1019.3  21.4  20.9    MM   MM   MM    MM
2023 10 03 21 36 120  1.5  2.1    MM    MM    MM  MM 1019.3  21.2  20.8    MM   MM   MM    MM
2023 10 03 21 30 130  1.5  2.6    MM    MM    MM  MM 1019.3  21.4  20.8    MM   MM   MM    MM
2023 10 03 21 24 130  1.5  2.6    MM    MM    MM  MM 1019.3  21.5  20.8    MM   MM   MM    MM
2023 10 03 21 18 130  2.1  3.1    MM    MM    MM  MM 1019.3  21.3  20.8    MM   MM   MM    MM
2023 10 03 21 12 130  2.6  3.6    MM    MM    MM  MM 1019.3  21.1  20.8    MM   MM   MM    MM
2023 10 03 21 06 130  2.6  3.6    MM    MM    MM  MM 1019.4  21.2  20.8    MM   MM   MM    MM
2023 10 03 21 00 140  2.6  3.6    MM    MM    MM  MM 1019.4  21.1  20.7    MM   MM -1.3    MM
2023 10 03 20 54 130  2.6  3.1    MM    MM    MM  MM 1019.5  21.5  20.7    MM   MM   MM    MM
2023 10 03 20 48 120  2.6  3.1    MM    MM    MM  MM 1019.5  21.9  20.7    MM   MM   MM    MM
2023 10 03 20 42 120  2.6  3.6    MM    MM    MM  MM 1019.5  21.3  20.7    MM   MM   MM    MM
2023 10 03 20 36 130  3.1  3.6    MM    MM    MM  MM 1019.5  21.2  20.7    MM   MM   MM    MM
2023 10 03 20 30 120  3.1  3.6    MM    MM    MM  MM 1019.6  21.5  20.7    MM   MM   MM    MM
2023 10 03 20 24 120  2.6  3.6    MM    MM    MM  MM 1019.6  21.7  20.7    MM   MM   MM    MM
2023 10 03 20 18 130  2.6  3.6    MM    MM    MM  MM 1019.7  21.6  20.7    MM   MM   MM    MM
2023 10 03 20 12 140  2.6  4.1    MM    MM    MM  MM 1019.8  21.1  20.7    MM   MM   MM    MM
2023 10 03 20 06 140  2.6  3.6    MM    MM    MM  MM 1019.9  21.5  20.7    MM   MM   MM    MM
2023 10 03 20 00 130  3.1  3.6    MM    MM    MM  MM 1019.9  21.2  20.7    MM   MM -1.2    MM
2023 10 03 19 54 140  2.6  3.1    MM    MM    MM  MM 1019.9  21.3  20.7    MM   MM   MM    MM
2023 10 03 19 48 120  2.6  3.6    MM    MM    MM  MM 1019.9  21.5  20.7    MM   MM   MM    MM
2023 10 03 19 42 130  2.6  3.1    MM    MM    MM  MM 1020.0  21.4  20.7    MM   MM   MM    MM
2023 10 03 19 36 130  2.1  3.1    MM    MM    MM  MM 1020.1  21.5  20.7    MM   MM   MM    MM
2023 10 03 19 30 150  2.6  3.6    MM    MM    MM  MM 1020.1  21.5  20.6    MM   MM   MM    MM
2023 10 03 19 24 130  2.6  3.6    MM    MM    MM  MM 1020.1  21.9  20.6    MM   MM   MM    MM
2023 10 03 19 18 150  2.6  3.6    MM    MM    MM  MM 1020.2  21.5  20.6    MM   MM   MM    MM
2023 10 03 19 12 140  2.6  3.6    MM    MM    MM  MM 1020.2  21.6  20.6    MM   MM   MM    MM
2023 10 03 19 06 130  2.1  3.1    MM    MM    MM  MM 1020.2  21.8  20.6    MM   MM   MM    MM
2023 10 03 19 00 140  2.1  3.1    MM    MM    MM  MM 1020.3  21.2  20.6    MM   MM -1.3    MM
2023 10 03 18 54 150  2.1  2.6    MM    MM    MM  MM 1020.3  21.7  20.6    MM   MM   MM    MM
2023 10 03 18 48 140  2.1  2.6    MM    MM    MM  MM 1020.3  21.3  20.6    MM   MM   MM    MM
2023 10 03 18 42 140  2.1  2.6    MM    MM    MM  MM 1020.3  21.3  20.6    MM   MM   MM    MM
2023 10 03 18 36 140  2.1  2.6    MM    MM    MM  MM 1020.4  21.4  20.6    MM   MM   MM    MM
2023 10 03 18 30 150  1.5  3.1    MM    MM    MM  MM 1020.4  21.4  20.7    MM   MM   MM    MM
2023 10 03 18 24 140  2.1  3.1    MM    MM    MM  MM 1020.5  21.7  20.7    MM   MM   MM    MM
2023 10 03 18 18 120  2.1  3.1    MM    MM    MM  MM 1020.6  21.6  20.7    MM   MM   MM    MM
2023 10 03 18 12 120  2.6  3.1    MM    MM    MM  MM 1020.6  21.1  20.6    MM   MM   MM    MM
2023 10 03 18 06 130  2.6  3.1    MM    MM    MM  MM 1020.6  21.0  20.6    MM   MM   MM    MM
2023 10 03 18 00 120  3.1  3.6    MM    MM    MM  MM 1020.7  20.9  20.7    MM   MM   MM    MM
2023 10 03 17 54 140  2.6  3.6    MM    MM    MM  MM 1020.6  21.1  20.6    MM   MM   MM    MM
2023 10 03 17 48 120  3.1  3.6    MM    MM    MM  MM 1020.7  21.2  20.6    MM   MM   MM    MM
2023 10 03 17 42 120  3.1  3.6    MM    MM    MM  MM 1020.8  21.1  20.6    MM   MM   MM    MM
2023 10 03 17 36 130  2.6  3.6    MM    MM    MM  MM 1020.9  21.5  20.6    MM   MM   MM    MM
2023 10 03 17 30 130  2.6  3.6    MM    MM    MM  MM 1021.0  21.5  20.6    MM   MM   MM    MM
2023 10 03 17 24 110  2.6  3.6    MM    MM    MM  MM 1021.0  21.4  20.6    MM   MM   MM    MM
2023 10 03 17 18 110  2.1  3.6    MM    MM    MM  MM 1021.0  21.8  20.6    MM   MM   MM    MM
2023 10 03 17 12 100  2.1  3.6    MM    MM    MM  MM 1021.1  21.9  20.6    MM   MM   MM    MM
2023 10 03 17 06 110  2.6  3.1    MM    MM    MM  MM 1021.1  21.2  20.6    MM   MM   MM    MM
2023 10 03 17 00 100  2.6  3.6    MM    MM    MM  MM 1021.1  21.3  20.6    MM   MM -0.4    MM
2023 10 03 16 54 100  2.1  3.1    MM    MM    MM  MM 1021.1  21.3  20.6    MM   MM   MM    MM
2023 10 03 16 48 100  2.1  3.1    MM    MM    MM  MM 1021.1  21.1  20.5    MM   MM   MM    MM
2023 10 03 16 42 110  2.1  3.1    MM    MM    MM  MM 1021.2  20.9  20.5    MM   MM   MM    MM
2023 10 03 16 36 100  2.6  3.6    MM    MM    MM  MM 1021.2  21.1  20.5    MM   MM   MM    MM
2023 10 03 16 30  90  2.1  3.1    MM    MM    MM  MM 1021.3  20.8  20.5    MM   MM   MM    MM
2023 10 03 16 24 100  2.6  3.1    MM    MM    MM  MM 1021.4  21.1  20.5    MM   MM   MM    MM
2023 10 03 16 18 110  2.1  3.1    MM    MM    MM  MM 1021.4  21.2  20.5    MM   MM   MM    MM
2023 10 03 16 12 120  2.1  2.6    MM    MM    MM  MM 1021.5  20.7  20.5    MM   MM   MM    MM
2023 10 03 16 06  90  2.1  2.6    MM    MM    MM  MM 1021.5  20.5  20.5    MM   MM   MM    MM
2023 10 03 16 00 110  2.1  3.1    MM    MM    MM  MM 1021.6  20.8  20.5    MM   MM +0.0    MM
2023 10 03 15 54 100  2.1  3.1    MM    MM    MM  MM 1021.6  20.9  20.4    MM   MM   MM    MM
2023 10 03 15 48 120  2.1  3.1    MM    MM    MM  MM 1021.5  20.9    MM    MM   MM   MM    MM
2023 10 03 15 42 120  2.1  3.1    MM    MM    MM  MM 1021.6  20.9    MM    MM   MM   MM    MM
2023 10 03 15 36 130  1.5  2.6    MM    MM    MM  MM 1021.6  20.8    MM    MM   MM   MM    MM
2023 10 03 15 30 110  1.0  2.1    MM    MM    MM  MM 1021.7  20.8    MM    MM   MM   MM    MM
2023 10 03 15 24 100  2.1  2.6    MM    MM    MM  MM 1021.7  20.8    MM    MM   MM   MM    MM
2023 10 03 15 18  90  1.5  3.1    MM    MM    MM  MM 1021.7  20.5    MM    MM   MM   MM    MM
2023 10 03 15 12  80  2.1  3.6    MM    MM    MM  MM 1021.6  20.3    MM    MM   MM   MM    MM
2023 10 03 15 06  90  2.6  3.6    MM    MM    MM  MM 1021.5  20.7    MM    MM   MM   MM    MM
2023 10 03 15 00  90  2.1  3.1    MM    MM    MM  MM     MM  20.8  20.4    MM   MM   MM    MM
2023 10 03 14 54  80  1.5  3.6    MM    MM    MM  MM     MM  20.9  20.4    MM   MM   MM    MM
2023 10 03 14 48  70  2.1  3.1    MM    MM    MM  MM 1021.4  20.5  20.4    MM   MM   MM    MM
2023 10 03 14 42 100  2.1  2.6    MM    MM    MM  MM 1021.5  21.0  20.4    MM   MM   MM    MM
2023 10 03 14 36 110  2.6  3.1    MM    MM    MM  MM 1021.5  20.8  20.4    MM   MM   MM    MM
2023 10 03 14 30  80  2.1  3.6    MM    MM    MM  MM 1021.5  20.4    MM    MM   MM   MM    MM
2023 10 03 14 24  90  1.5  3.1    MM    MM    MM  MM 1021.5  20.6    MM    MM   MM   MM    MM
2023 10 03 14 18  70  2.1  3.1    MM    MM    MM  MM 1021.4  20.3  20.4    MM   MM   MM    MM
2023 10 03 14 12  70  2.1  2.6    MM    MM    MM  MM 1021.5  20.3  20.4    MM   MM   MM    MM
2023 10 03 14 06  60  2.1  2.6    MM    MM    MM  MM 1021.5  20.2  20.4    MM   MM   MM    MM
2023 10 03 14 00  80  2.6  3.6    MM    MM    MM  MM 1021.5  20.7  20.4    MM   MM +0.8    MM
2023 10 03 13 54  90  2.1  2.6    MM    MM    MM  MM 1021.5  20.7  20.4    MM   MM   MM    MM
2023 10 03 13 48  70  2.1  3.1    MM    MM    MM  MM 1021.5  20.4  20.4    MM   MM   MM    MM
2023 10 03 13 42  80  2.6  3.1    MM    MM    MM  MM 1021.5  20.0  20.4    MM   MM   MM    MM
2023 10 03 13 36  50  1.5  2.6    MM    MM    MM  MM 1021.5  19.2  20.4    MM   MM   MM    MM
2023 10 03 13 30  10  2.1  2.6    MM    MM    MM  MM 1021.4  19.1  20.4    MM   MM   MM    MM
2023 10 03 13 24  10  1.5  2.1    MM    MM    MM  MM 1021.4  19.1  20.4    MM   MM   MM    MM
2023 10 03 13 18  10  1.5  2.1    MM    MM    MM  MM 1021.4  18.9  20.4    MM   MM   MM    MM
2023 10 03 13 12 360  2.1  2.6    MM    MM    MM  MM 1021.4  18.9  20.4    MM   MM   MM    MM
2023 10 03 13 06 360  1.5  2.1    MM    MM    MM  MM 1021.4  18.8  20.4    MM   MM   MM    MM
2023 10 03 13 00 360  1.0  1.5    MM    MM    MM  MM 1021.4  18.8  20.4    MM   MM +0.9    MM
2023 10 03 12 54  10  2.1  2.1    MM    MM    MM  MM 1021.3  18.4  20.4    MM   MM   MM    MM
2023 10 03 12 48 360  1.5  2.1    MM    MM    MM  MM 1021.3  18.3  20.4    MM   MM   MM    MM
2023 10 03 12 42 350  1.5  2.1    MM    MM    MM  MM 1021.3  18.4  20.4    MM   MM   MM    MM
2023 10 03 12 36 350  2.1  2.6    MM    MM    MM  MM 1021.3  18.2  20.4    MM   MM   MM    MM
2023 10 03 12 30 350  2.1  2.1    MM    MM    MM  MM 1021.3  18.1  20.3    MM   MM   MM    MM
2023 10 03 12 24 350  2.1  2.6    MM    MM    MM  MM 1021.3  18.1  20.3    MM   MM   MM    MM
2023 10 03 12 18 360  2.1  2.1    MM    MM    MM  MM 1021.3  18.0  20.3    MM   MM   MM    MM
2023 10 03 12 12  10  1.5  2.1    MM    MM    MM  MM 1021.2  17.7  20.3    MM   MM   MM    MM
2023 10 03 12 06 360  1.5  1.5    MM    MM    MM  MM 1021.1  17.6  20.3    MM   MM   MM    MM
2023 10 03 12 00 360  1.5  1.5    MM    MM    MM  MM 1021.1  17.6  20.3    MM   MM +1.2    MM
2023 10 03 11 54 350  1.5  1.5    MM    MM    MM  MM 1021.1  17.6  20.3    MM   MM   MM    MM
2023 10 03 11 48  10  1.0  1.5    MM    MM    MM  MM 1021.0  17.6  20.3    MM   MM   MM    MM
2023 10 03 11 42 360  1.0  1.5    MM    MM    MM  MM 1021.0  17.4  20.3    MM   MM   MM    MM
2023 10 03 11 36 360  1.0  1.5    MM    MM    MM  MM 1020.9  17.4  20.3    MM   MM   MM    MM
2023 10 03 11 30 360  1.0  1.5    MM    MM    MM  MM 1020.9  17.4  20.3    MM   MM   MM    MM
2023 10 03 11 24  10  1.0  1.0    MM    MM    MM  MM 1020.9  17.3  20.4    MM   MM   MM    MM
